,invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,payment_method,rating,dtme,time_of_day,day_name,customer_id
648,859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,15.49,2,Cash,6.3,2019-01-16,afternoon,Wednesday,25
649,740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,Cash,7.1,2019-02-24,evening,Sunday,34
650,369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,Ewallet,7.8,2019-01-15,evening,Tuesday,24
651,563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6,Cash,9.9,2019-01-22,morning,Tuesday,19
652,742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10,Cash,7.3,2019-02-03,evening,Sunday,4
653,149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.32,9,Ewallet,5.1,2019-03-06,afternoon,Wednesday,18
654,133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18,4,Credit card,9.4,2019-02-16,evening,Saturday,17
655,169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69,3,Credit card,5.8,2019-03-14,afternoon,Thursday,8
656,250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,Credit card,8.0,2019-02-27,morning,Wednesday,32
657,562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3,Ewallet,7.9,2019-01-18,morning,Friday,3
658,816-72-8853,A,Yangon,Member,Female,Sports and travel,27.93,5,Cash,5.9,2019-01-29,afternoon,Tuesday,1
659,491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1,Credit card,4.9,2019-02-26,evening,Tuesday,5
660,322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3,Cash,9.3,2019-02-03,morning,Sunday,19
661,842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,17.14,7,Credit card,7.9,2019-01-16,afternoon,Wednesday,29
662,725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75,6,Credit card,5.9,2019-03-24,evening,Sunday,14
663,641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.1,10,Credit card,9.9,2019-02-12,afternoon,Tuesday,26
664,714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.8,2,Cash,7.7,2019-02-21,morning,Thursday,31
665,518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4,Ewallet,7.6,2019-02-04,afternoon,Monday,9
666,779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,3,Ewallet,7.7,2019-02-20,afternoon,Wednesday,18
667,190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4,Ewallet,6.4,2019-02-23,evening,Saturday,21
668,408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71,6,Ewallet,4.4,2019-02-16,afternoon,Saturday,27
669,679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.62,2,Credit card,4.1,2019-01-17,morning,Thursday,20
670,588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10,Ewallet,4.4,2019-01-14,evening,Monday,6
671,642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.4,2,Cash,5.5,2019-03-30,evening,Saturday,16
672,576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,3,Ewallet,4.0,2019-03-02,afternoon,Saturday,21
673,556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.64,8,Credit card,9.3,2019-02-15,evening,Friday,35
674,811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48,10,Credit card,4.8,2019-03-01,morning,Friday,8
675,242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2,Cash,4.6,2019-02-24,evening,Sunday,16
676,752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08,7,Credit card,7.3,2019-02-19,evening,Tuesday,14
677,274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4,Cash,6.0,2019-02-23,evening,Saturday,1
678,648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,Ewallet,8.1,2019-02-07,afternoon,Thursday,36
679,130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,6,Ewallet,9.4,2019-01-11,afternoon,Friday,6
680,528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,1,Cash,6.5,2019-02-12,evening,Tuesday,13
681,320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81,1,Credit card,7.0,2019-01-14,morning,Monday,20
682,370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,Ewallet,7.1,2019-01-09,afternoon,Wednesday,33
683,105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48,2,Ewallet,6.6,2019-02-27,afternoon,Wednesday,6
684,510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08,6,Ewallet,4.9,2019-01-24,evening,Thursday,15
685,241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,Credit card,6.4,2019-01-08,afternoon,Tuesday,14
686,767-97-4650,B,Mandalay,Member,Female,Sports and travel,64.83,2,Credit card,8.0,2019-01-08,morning,Tuesday,14
687,648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56,10,Cash,4.3,2019-01-16,evening,Wednesday,4
688,173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,72.88,2,Cash,6.1,2019-03-13,afternoon,Wednesday,28
689,305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,Cash,7.5,2019-02-15,morning,Friday,7
690,394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,70.19,9,Cash,6.7,2019-01-25,afternoon,Friday,25
691,266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55.04,7,Ewallet,5.2,2019-03-12,evening,Tuesday,30
692,689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63,10,Cash,8.8,2019-03-04,afternoon,Monday,4
693,196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.38,7,Cash,9.5,2019-02-10,afternoon,Sunday,25
694,372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,52.6,9,Cash,7.6,2019-01-16,afternoon,Wednesday,31
695,800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,5,Cash,6.6,2019-01-29,evening,Tuesday,1
696,182-52-7000,A,Yangon,Member,Female,Sports and travel,27.04,4,Ewallet,6.9,2019-01-01,evening,Tuesday,3
697,826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,Ewallet,4.3,2019-01-06,evening,Sunday,24
698,868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58,9,Credit card,7.8,2019-02-19,evening,Tuesday,5
699,751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,Ewallet,8.0,2019-01-12,evening,Saturday,36
700,626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,Ewallet,9.6,2019-02-07,afternoon,Thursday,33
701,176-64-7711,B,Mandalay,Normal,Male,Food and beverages,32.32,3,Credit card,4.3,2019-03-27,evening,Wednesday,23
702,191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77,10,Credit card,5.0,2019-02-27,evening,Wednesday,14
703,729-06-2010,B,Mandalay,Member,Male,Health and beauty,80.47,9,Cash,9.2,2019-01-06,morning,Sunday,16
704,640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,88.39,9,Cash,6.3,2019-03-02,afternoon,Saturday,13
705,186-79-9562,B,Mandalay,Normal,Male,Health and beauty,71.77,7,Cash,8.9,2019-03-29,afternoon,Friday,22
706,834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,43.0,4,Ewallet,7.6,2019-01-31,evening,Thursday,21
707,162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,68.98,1,Cash,4.8,2019-01-21,evening,Monday,28
708,760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,Ewallet,9.1,2019-01-20,evening,Sunday,36
709,445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7,3,Ewallet,6.1,2019-01-17,evening,Thursday,12
710,786-94-2700,A,Yangon,Member,Male,Food and beverages,80.62,6,Cash,9.1,2019-02-28,evening,Thursday,4
711,728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,Ewallet,8.3,2019-03-19,afternoon,Tuesday,27
712,183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,Ewallet,7.2,2019-02-19,afternoon,Tuesday,33
713,268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty,13.85,9,Ewallet,6.0,2019-02-04,afternoon,Monday,33
714,735-32-9839,C,Naypyitaw,Member,Male,Fashion accessories,98.7,8,Ewallet,8.5,2019-01-31,morning,Thursday,30
715,258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68,5,Credit card,6.6,2019-02-06,evening,Wednesday,8
716,857-16-3520,A,Yangon,Member,Female,Fashion accessories,71.46,7,Ewallet,4.5,2019-03-28,evening,Thursday,3
717,482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,3,Credit card,8.1,2019-01-19,afternoon,Saturday,5
718,788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.38,3,Credit card,7.2,2019-02-17,afternoon,Sunday,11
719,821-14-9046,B,Mandalay,Member,Female,Fashion accessories,17.48,6,Credit card,6.1,2019-01-18,afternoon,Friday,14
720,418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,25.56,7,Cash,7.1,2019-02-02,evening,Saturday,19
721,678-79-0726,C,Naypyitaw,Member,Female,Sports and travel,90.63,9,Cash,5.1,2019-01-18,afternoon,Friday,25
722,776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,44.12,3,Credit card,7.9,2019-03-18,afternoon,Monday,23
723,592-46-1692,C,Naypyitaw,Member,Female,Food and beverages,36.77,7,Cash,7.4,2019-01-11,evening,Friday,25
724,434-35-9162,B,Mandalay,Member,Male,Food and beverages,23.34,4,Ewallet,7.4,2019-02-04,evening,Monday,18
725,149-14-0304,C,Naypyitaw,Member,Female,Health and beauty,28.5,8,Cash,6.6,2019-02-06,afternoon,Wednesday,25
726,442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,Credit card,5.9,2019-01-08,morning,Tuesday,29
727,174-64-0215,B,Mandalay,Normal,Male,Sports and travel,69.74,10,Credit card,8.9,2019-03-05,evening,Tuesday,23
728,210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories,97.26,4,Ewallet,6.8,2019-03-16,afternoon,Saturday,36
729,299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,52.18,7,Cash,9.3,2019-03-09,morning,Saturday,13
730,247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.32,4,Credit card,4.4,2019-03-01,evening,Friday,2
731,635-28-5728,A,Yangon,Normal,Male,Health and beauty,56.0,3,Ewallet,4.8,2019-02-28,evening,Thursday,12
732,756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.7,1,Ewallet,9.5,2019-02-08,morning,Friday,6
733,438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,75.88,7,Ewallet,8.9,2019-01-24,morning,Thursday,24
734,238-45-6950,B,Mandalay,Member,Male,Food and beverages,53.72,1,Ewallet,6.4,2019-03-01,evening,Friday,18
735,607-65-2441,C,Naypyitaw,Member,Male,Health and beauty,81.95,10,Credit card,6.0,2019-03-10,afternoon,Sunday,29
736,386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,Credit card,8.1,2019-03-23,afternoon,Saturday,26
737,137-63-5492,C,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,Ewallet,9.0,2019-01-29,afternoon,Tuesday,36
738,197-77-7132,B,Mandalay,Member,Male,Electronic accessories,91.56,8,Ewallet,6.0,2019-01-12,evening,Saturday,18
739,805-86-0265,A,Yangon,Normal,Male,Home and lifestyle,93.96,9,Cash,9.8,2019-03-20,morning,Wednesday,10
740,733-29-1227,C,Naypyitaw,Normal,Male,Home and lifestyle,55.61,7,Cash,8.5,2019-03-23,afternoon,Saturday,34
741,451-73-2711,C,Naypyitaw,Normal,Male,Food and beverages,84.83,1,Ewallet,8.8,2019-01-14,afternoon,Monday,36
742,373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63,2,Ewallet,8.8,2019-02-12,afternoon,Tuesday,3
743,546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69,2,Ewallet,9.5,2019-02-20,afternoon,Wednesday,6
744,345-68-9016,C,Naypyitaw,Member,Female,Sports and travel,31.67,8,Credit card,5.6,2019-01-02,evening,Wednesday,26
745,390-17-5806,C,Naypyitaw,Member,Female,Food and beverages,38.42,1,Cash,8.6,2019-02-02,evening,Saturday,25
746,457-13-1708,B,Mandalay,Member,Male,Fashion accessories,65.23,10,Credit card,5.2,2019-01-08,evening,Tuesday,17
747,664-14-2882,C,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,Credit card,5.8,2019-01-30,afternoon,Wednesday,26
748,487-79-6868,B,Mandalay,Member,Female,Home and lifestyle,12.29,9,Credit card,8.0,2019-03-26,evening,Tuesday,14
749,314-23-4520,C,Naypyitaw,Member,Male,Health and beauty,81.23,7,Cash,9.0,2019-01-15,evening,Tuesday,28
750,210-30-7976,B,Mandalay,Member,Female,Fashion accessories,22.32,4,Ewallet,4.1,2019-03-14,morning,Thursday,15
751,585-86-8361,A,Yangon,Normal,Female,Food and beverages,27.28,5,Credit card,8.6,2019-02-03,morning,Sunday,8
752,807-14-7833,A,Yangon,Member,Female,Electronic accessories,17.42,10,Ewallet,7.0,2019-02-22,afternoon,Friday,3
753,775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,73.28,5,Ewallet,8.4,2019-01-24,afternoon,Thursday,24
754,288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories,84.87,3,Ewallet,7.4,2019-01-25,evening,Friday,27
755,652-43-6591,A,Yangon,Normal,Female,Fashion accessories,97.29,8,Credit card,6.2,2019-03-09,afternoon,Saturday,8
756,785-96-0615,B,Mandalay,Member,Female,Electronic accessories,35.74,8,Ewallet,4.9,2019-02-17,afternoon,Sunday,15
757,406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.52,6,Cash,4.5,2019-01-11,morning,Friday,7
758,250-17-5703,A,Yangon,Member,Male,Food and beverages,18.85,10,Ewallet,5.6,2019-02-27,evening,Wednesday,6
759,156-95-3964,A,Yangon,Normal,Female,Food and beverages,55.39,4,Ewallet,8.0,2019-03-25,afternoon,Monday,9
760,842-40-8179,B,Mandalay,Member,Female,Food and beverages,77.2,10,Credit card,5.6,2019-02-11,morning,Monday,14
761,525-09-8450,B,Mandalay,Normal,Male,Electronic accessories,72.13,10,Credit card,4.2,2019-01-31,afternoon,Thursday,23
762,410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.88,8,Ewallet,9.9,2019-01-20,evening,Sunday,3
763,587-73-4862,A,Yangon,Member,Female,Health and beauty,10.69,5,Ewallet,7.6,2019-03-26,morning,Tuesday,3
764,787-87-2010,A,Yangon,Member,Male,Health and beauty,55.5,4,Credit card,6.6,2019-01-20,afternoon,Sunday,5
765,593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,Ewallet,4.7,2019-03-05,evening,Tuesday,21
766,801-88-0346,C,Naypyitaw,Normal,Female,Fashion accessories,76.06,3,Credit card,9.8,2019-01-05,evening,Saturday,32
767,388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.69,6,Cash,6.3,2019-02-13,afternoon,Wednesday,22
768,711-31-1234,B,Mandalay,Normal,Female,Electronic accessories,95.64,4,Cash,7.9,2019-03-16,evening,Saturday,19
769,886-54-6089,A,Yangon,Normal,Female,Home and lifestyle,11.43,6,Cash,7.7,2019-01-15,evening,Tuesday,7
770,707-32-7409,B,Mandalay,Member,Female,Sports and travel,95.54,4,Ewallet,4.5,2019-02-26,morning,Tuesday,15
771,759-98-4285,C,Naypyitaw,Member,Female,Health and beauty,85.87,7,Credit card,8.0,2019-02-27,evening,Wednesday,26
772,201-63-8275,C,Naypyitaw,Member,Female,Sports and travel,67.99,7,Ewallet,5.7,2019-02-17,evening,Sunday,27
773,471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages,52.42,1,Credit card,6.3,2019-02-06,morning,Wednesday,32
774,200-16-5952,C,Naypyitaw,Member,Male,Food and beverages,65.65,2,Cash,6.0,2019-01-17,evening,Thursday,28
775,120-54-2248,B,Mandalay,Normal,Female,Food and beverages,28.86,5,Credit card,8.0,2019-01-22,evening,Tuesday,20
776,102-77-2261,C,Naypyitaw,Member,Male,Health and beauty,65.31,7,Credit card,4.2,2019-03-05,evening,Tuesday,29
777,875-31-8302,B,Mandalay,Normal,Male,Sports and travel,93.38,1,Cash,9.6,2019-01-03,afternoon,Thursday,22
778,102-06-2002,C,Naypyitaw,Member,Male,Sports and travel,25.25,5,Cash,6.1,2019-03-20,evening,Wednesday,28
779,457-94-0464,B,Mandalay,Member,Male,Electronic accessories,87.87,9,Ewallet,5.6,2019-01-31,evening,Thursday,18
780,629-42-4133,C,Naypyitaw,Normal,Male,Health and beauty,21.8,8,Cash,8.3,2019-02-19,evening,Tuesday,34
781,534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.76,4,Ewallet,7.8,2019-02-11,evening,Monday,9
782,307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.62,1,Credit card,4.1,2019-02-05,afternoon,Tuesday,2
783,468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,Cash,8.8,2019-03-03,evening,Sunday,31
784,516-77-6464,C,Naypyitaw,Member,Female,Health and beauty,10.16,5,Ewallet,4.1,2019-02-24,afternoon,Sunday,27
785,404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.58,7,Credit card,9.0,2019-02-04,evening,Monday,11
786,886-77-9084,C,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,Ewallet,5.5,2019-02-19,morning,Tuesday,36
787,790-38-4466,C,Naypyitaw,Normal,Female,Health and beauty,10.99,5,Credit card,9.3,2019-01-23,morning,Wednesday,32
788,704-10-4056,C,Naypyitaw,Member,Male,Health and beauty,60.47,3,Credit card,5.6,2019-01-14,morning,Monday,29
789,497-37-6538,A,Yangon,Normal,Male,Sports and travel,58.91,7,Ewallet,9.7,2019-01-17,afternoon,Thursday,12
790,651-96-5970,A,Yangon,Normal,Male,Fashion accessories,46.41,1,Credit card,4.0,2019-03-03,evening,Sunday,11
791,400-80-4065,C,Naypyitaw,Member,Male,Health and beauty,68.55,4,Credit card,9.2,2019-02-15,evening,Friday,29
792,744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle,97.37,10,Credit card,4.9,2019-01-15,afternoon,Tuesday,20
793,263-12-5321,A,Yangon,Member,Male,Electronic accessories,92.6,7,Credit card,9.3,2019-02-27,afternoon,Wednesday,5
794,702-72-0487,A,Yangon,Normal,Female,Electronic accessories,46.61,2,Credit card,6.6,2019-02-26,afternoon,Tuesday,8
795,605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,27.18,2,Ewallet,4.3,2019-03-15,evening,Friday,24
796,443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,Cash,5.5,2019-01-24,afternoon,Thursday,25
797,864-24-7918,A,Yangon,Member,Female,Sports and travel,24.49,10,Cash,8.1,2019-02-22,afternoon,Friday,1
798,359-94-5395,B,Mandalay,Normal,Male,Health and beauty,92.78,1,Credit card,9.8,2019-03-15,morning,Friday,23
799,401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,Ewallet,9.4,2019-02-11,evening,Monday,30
800,751-15-6198,B,Mandalay,Normal,Male,Sports and travel,23.01,6,Ewallet,7.9,2019-01-12,evening,Saturday,24
801,324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories,30.2,8,Ewallet,5.1,2019-03-03,evening,Sunday,27
802,474-33-8305,C,Naypyitaw,Member,Male,Fashion accessories,67.39,7,Ewallet,6.9,2019-03-23,afternoon,Saturday,30
803,759-29-9521,A,Yangon,Member,Female,Fashion accessories,48.96,9,Cash,8.0,2019-03-04,morning,Monday,1
804,831-81-6575,B,Mandalay,Member,Female,Electronic accessories,75.59,9,Cash,8.0,2019-02-23,morning,Saturday,13
805,220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,77.47,4,Cash,4.2,2019-03-17,evening,Sunday,7
806,618-34-8551,A,Yangon,Normal,Female,Sports and travel,93.18,2,Credit card,8.5,2019-01-16,evening,Wednesday,8
807,257-60-7754,A,Yangon,Normal,Female,Electronic accessories,50.23,4,Cash,9.0,2019-01-08,evening,Tuesday,7
808,559-61-5987,B,Mandalay,Normal,Female,Health and beauty,17.75,1,Cash,8.6,2019-01-14,morning,Monday,19
809,189-55-2313,C,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,Ewallet,6.0,2019-01-31,morning,Thursday,33
810,565-91-4567,B,Mandalay,Normal,Male,Health and beauty,10.75,8,Ewallet,6.2,2019-03-15,afternoon,Friday,24
811,380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26,10,Credit card,5.0,2019-02-24,evening,Sunday,8
812,815-04-6282,C,Naypyitaw,Member,Female,Sports and travel,64.97,5,Credit card,6.5,2019-02-08,afternoon,Friday,26
813,674-56-6360,A,Yangon,Normal,Male,Electronic accessories,95.15,1,Cash,6.0,2019-03-22,afternoon,Friday,10
814,778-34-2523,A,Yangon,Member,Female,Electronic accessories,48.62,8,Cash,5.0,2019-01-24,morning,Thursday,1
815,499-27-7781,B,Mandalay,Normal,Female,Food and beverages,53.21,8,Ewallet,5.0,2019-03-14,evening,Thursday,21
816,477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,Cash,9.2,2019-01-23,morning,Wednesday,31
817,832-51-6761,A,Yangon,Normal,Male,Food and beverages,33.88,8,Ewallet,9.6,2019-01-19,evening,Saturday,12
818,869-11-3082,B,Mandalay,Member,Male,Health and beauty,96.16,4,Credit card,8.4,2019-01-27,evening,Sunday,17
819,190-59-3964,B,Mandalay,Member,Male,Food and beverages,47.16,5,Credit card,6.0,2019-02-03,afternoon,Sunday,17
820,366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,52.89,4,Ewallet,6.7,2019-03-25,evening,Monday,24
821,186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.68,2,Credit card,4.1,2019-02-24,morning,Sunday,2
822,784-21-9238,C,Naypyitaw,Member,Male,Sports and travel,10.17,1,Cash,5.9,2019-02-07,afternoon,Thursday,28
823,276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71,3,Cash,8.7,2019-03-04,morning,Monday,7
824,109-86-4363,B,Mandalay,Member,Female,Sports and travel,60.08,7,Credit card,4.5,2019-02-14,morning,Thursday,14
825,569-76-2760,A,Yangon,Member,Female,Sports and travel,22.01,4,Credit card,6.6,2019-01-29,evening,Tuesday,2
826,222-42-0244,B,Mandalay,Member,Female,Health and beauty,72.11,9,Credit card,7.7,2019-01-28,afternoon,Monday,14
827,760-53-9233,A,Yangon,Member,Male,Fashion accessories,41.28,3,Credit card,8.5,2019-03-26,evening,Tuesday,5
828,538-22-0304,C,Naypyitaw,Normal,Male,Electronic accessories,64.95,10,Cash,5.2,2019-03-24,evening,Sunday,34
829,416-17-9926,A,Yangon,Member,Female,Electronic accessories,74.22,10,Credit card,4.3,2019-01-01,afternoon,Tuesday,2
830,237-44-6163,A,Yangon,Normal,Male,Electronic accessories,10.56,8,Cash,7.6,2019-01-24,evening,Thursday,10
831,636-17-0325,B,Mandalay,Normal,Male,Health and beauty,62.57,4,Cash,9.5,2019-02-25,evening,Monday,22
832,343-75-9322,B,Mandalay,Member,Female,Sports and travel,11.85,8,Cash,4.1,2019-01-09,evening,Wednesday,13
833,528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3,1,Ewallet,9.2,2019-02-14,afternoon,Thursday,6
834,427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.73,7,Ewallet,5.4,2019-03-12,morning,Tuesday,15
835,807-34-3742,A,Yangon,Normal,Male,Fashion accessories,52.38,1,Cash,5.8,2019-03-26,evening,Tuesday,10
836,288-62-1085,A,Yangon,Member,Male,Fashion accessories,38.54,5,Ewallet,5.6,2019-01-09,afternoon,Wednesday,6
837,670-71-7306,B,Mandalay,Normal,Male,Sports and travel,44.63,6,Credit card,5.1,2019-01-02,evening,Wednesday,23
838,660-29-7083,C,Naypyitaw,Normal,Male,Electronic accessories,55.87,10,Cash,5.8,2019-01-15,afternoon,Tuesday,34
839,271-77-8740,C,Naypyitaw,Member,Female,Sports and travel,29.22,6,Ewallet,5.0,2019-01-01,morning,Tuesday,27
840,497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94,3,Cash,7.9,2019-02-15,afternoon,Friday,10
841,291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,60.3,1,Cash,6.0,2019-02-28,evening,Thursday,22
842,860-73-6466,A,Yangon,Member,Female,Sports and travel,39.47,2,Credit card,5.0,2019-03-02,evening,Saturday,2
843,549-23-9016,C,Naypyitaw,Member,Female,Food and beverages,14.87,2,Credit card,8.9,2019-02-13,evening,Wednesday,26
844,896-34-0956,A,Yangon,Normal,Male,Fashion accessories,21.32,1,Cash,5.9,2019-01-26,afternoon,Saturday,10
845,804-38-3935,A,Yangon,Member,Male,Electronic accessories,93.78,3,Credit card,5.9,2019-01-30,morning,Wednesday,5
846,585-90-0249,A,Yangon,Member,Male,Electronic accessories,73.26,1,Ewallet,9.7,2019-01-27,evening,Sunday,6
847,862-29-5914,C,Naypyitaw,Normal,Female,Sports and travel,22.38,1,Credit card,8.6,2019-01-30,evening,Wednesday,32
848,845-94-6841,C,Naypyitaw,Member,Female,Food and beverages,72.88,9,Cash,4.0,2019-01-08,evening,Tuesday,25
849,125-45-2293,A,Yangon,Normal,Female,Fashion accessories,99.1,6,Cash,4.2,2019-01-19,afternoon,Saturday,7
850,843-73-4724,A,Yangon,Normal,Male,Fashion accessories,74.1,1,Cash,9.2,2019-01-25,morning,Friday,10
851,409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48,2,Ewallet,9.2,2019-02-19,morning,Tuesday,9
852,658-66-3967,C,Naypyitaw,Normal,Male,Health and beauty,53.19,7,Ewallet,5.0,2019-01-14,afternoon,Monday,36
853,866-70-2814,B,Mandalay,Normal,Female,Electronic accessories,52.79,10,Ewallet,10.0,2019-02-25,morning,Monday,21
854,160-22-2687,A,Yangon,Member,Female,Health and beauty,95.95,5,Ewallet,8.8,2019-01-23,afternoon,Wednesday,3
855,895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,36.51,9,Cash,4.2,2019-02-16,morning,Saturday,19
856,770-42-8960,B,Mandalay,Normal,Male,Food and beverages,21.12,8,Cash,6.3,2019-01-01,evening,Tuesday,22
857,748-45-2862,A,Yangon,Member,Female,Home and lifestyle,28.31,4,Cash,8.2,2019-03-07,evening,Thursday,1
858,234-36-2483,B,Mandalay,Normal,Male,Health and beauty,57.59,6,Cash,5.1,2019-02-15,afternoon,Friday,22
859,316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63,9,Cash,5.0,2019-01-23,afternoon,Wednesday,1
860,848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,Ewallet,7.0,2019-02-20,afternoon,Wednesday,27
861,840-76-5966,A,Yangon,Member,Male,Sports and travel,12.76,2,Ewallet,7.8,2019-01-08,evening,Tuesday,6
862,152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,11.28,9,Credit card,4.3,2019-03-17,morning,Sunday,20
863,533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle,51.07,7,Cash,7.0,2019-01-12,morning,Saturday,19
